peak,n_celltypes,magnitude,uniformity,non_additivity,sparsity,gini
chr22:30356684-30357185,4,0.6155236193066674,0.24912532469673002,0.9620180361065175,0.9047619047619048,0.9371026773480967
chr8:102810677-102811178,3,1.0056109950554804,0.23771272265301796,0.9619607437020827,0.9285714285714286,0.9479141561519953
chr22:39072626-39073127,3,1.1047911036307425,0.23787111752038237,0.9618871110098641,0.9285714285714286,0.9478584432943568
chr2:231227249-231227750,3,1.164297640488388,0.23702312214551394,0.9618708350585836,0.9285714285714286,0.9468248112371049
chr2:234490650-234491151,3,0.816668351547939,0.23691128015681037,0.9617840051533488,0.9285714285714286,0.9466854902058616
chr9:129773610-129774111,3,0.9061219709470318,0.23745748296952118,0.961695116267004,0.9285714285714286,0.9467066472148201
chr20:37316341-37316842,3,0.777331829627444,0.23856974098240474,0.9615487674726354,0.9285714285714286,0.9476308640297763
chr2:234497073-234497574,3,0.676600424147315,0.23869388264852107,0.961519623969246,0.9285714285714286,0.9475172531460824
chr19:8269015-8269516,3,0.9362397636763083,0.2389092304938522,0.9614426198424744,0.9285714285714286,0.9470558204859609
chr5:35319607-35320108,3,1.2652782750138225,0.2396110924413717,0.9611197116942,0.9285714285714286,0.9469783887693226
chr9:93095440-93095941,3,0.7548092087784964,0.23962070169983388,0.9610405786330547,0.9285714285714286,0.9465844400169466
chr1:2255285-2255786,3,0.6073089150215547,0.23932414333570828,0.9608728408122295,0.9285714285714286,0.9461383527836899
chr2:234490082-234490583,3,0.7129430510182704,0.2402962988379954,0.9607830492209556,0.9285714285714286,0.946751197758784
chr1:235074520-235075021,3,0.6198904161541071,0.23984321958637644,0.9607506929196258,0.9285714285714286,0.9473752742578314
chr17:30707660-30708161,3,1.1562626877317108,0.24043705461875078,0.9606149056108008,0.9285714285714286,0.9462301636109098
chr1:192580366-192580867,3,1.1135403507823856,0.240455793645385,0.9604936112563407,0.9285714285714286,0.9460058522078105
chr17:10168299-10168800,3,0.9153671295293617,0.24062925755160827,0.9604908348312432,0.9285714285714286,0.9460995309645504
chr20:4766620-4767121,3,0.9019961804874117,0.23972502485914815,0.9604434348429823,0.9285714285714286,0.9457033047893187
chr8:70217501-70218002,3,0.9318869240427343,0.23966699654639684,0.9603827556931874,0.9285714285714286,0.9456221196681527
chr10:13301883-13302384,3,0.7360555257203358,0.24114078585216583,0.9603296877388963,0.9285714285714286,0.9461654919643567
chr4:10098703-10099204,3,1.113021994312214,0.2414605646655397,0.9601720146261196,0.9285714285714286,0.9464491297591769
chr9:37998736-37999237,3,1.1124524626238022,0.24198920873516142,0.9599005518526251,0.9285714285714286,0.9462426789147407
chr2:232309561-232310062,3,1.0134051243311537,0.24096946901081973,0.959753871895389,0.9285714285714286,0.9451923363031061
chr3:126925288-126925789,3,1.1072561150438918,0.24178682579541058,0.9594923883706952,0.9285714285714286,0.9450842559073508
chr17:35540578-35541079,3,0.6859547865578179,0.24129315976383547,0.9594361616991355,0.9285714285714286,0.9449179229929755
chr12:120194756-120195257,3,0.6431669510356953,0.24093466607690725,0.9593849296809533,0.9285714285714286,0.9448111650763508
chr18:21740434-21740935,4,0.9887095533756128,0.2562739725228988,0.9592731449279881,0.9047619047619048,0.9346814243834298
chr21:43332037-43332538,3,0.9901600849407624,0.243245328407754,0.9592498445072097,0.9285714285714286,0.9454913378357817
chr6:166382836-166383337,3,0.3789797832317303,0.24144204408263284,0.9592118373152356,0.9285714285714286,0.9447190991763136
chr7:2110237-2110738,3,0.937793352726326,0.2421713107504507,0.9591351780770173,0.9285714285714286,0.9447720999447443
chr16:81715787-81716288,3,1.2835211063235927,0.24293249048434806,0.9591312546640204,0.9285714285714286,0.9461942828381491
chr2:234500328-234500829,3,0.6982473401751764,0.24240639908896636,0.9590925687889963,0.9285714285714286,0.9465341750888357
chr11:7512471-7512972,3,0.9636877728076796,0.2432134994209683,0.9590512093330709,0.9285714285714286,0.9460352270288788
chr11:125887338-125887839,3,0.8618652049499678,0.2436396080697879,0.959006197092258,0.9285714285714286,0.9452179053764486
chr6:107958035-107958536,3,0.8617902141773727,0.24363533017918876,0.9589687927712851,0.9285714285714286,0.9451099477665923
chr7:75819658-75820159,3,1.2929108239907983,0.24407352526684017,0.9587921315831501,0.9285714285714286,0.9453824485098504
chr17:78817003-78817504,3,0.6905544513446303,0.24350558037321637,0.9587888760469445,0.9285714285714286,0.9447315885107903
chr3:41572669-41573170,3,1.138104157209102,0.243505644692597,0.9586673891995171,0.9285714285714286,0.9460350116930044
chr8:133245866-133246367,3,1.103100532867517,0.2438957213763634,0.958645992347573,0.9285714285714286,0.945782941287671
chr2:100142403-100142904,4,1.0212570977179376,0.25784154290439437,0.9586124545819398,0.9047619047619048,0.9342754897867284
chr11:2400256-2400757,3,0.9198799478594357,0.2444506038781882,0.9584927835452041,0.9285714285714286,0.9447511049800965
chr8:95213912-95214413,3,1.1693653167090643,0.24444373235093128,0.958434461712816,0.9285714285714286,0.9446352361116277
chr1:210373791-210374292,4,1.3375331332966505,0.25873007656064373,0.958310872888316,0.9047619047619048,0.9339206377753676
chr9:35646634-35647135,3,0.5723560772386304,0.24320477451473346,0.9582175141382568,0.9285714285714286,0.9462769398007203
chr17:77320729-77321230,3,0.9471062869540213,0.24511378658561048,0.9582090586008454,0.9285714285714286,0.9447970961587017
chr13:31965635-31966136,3,0.8746412787467249,0.24464102678289915,0.9581996137481311,0.9285714285714286,0.9443702787678596
chr15:57565299-57565800,3,0.8718369454743087,0.24500475423674428,0.9581905790264904,0.9285714285714286,0.9445676389754213
chr3:141011500-141012001,3,0.956709723225927,0.2453294526472121,0.9580595780359551,0.9285714285714286,0.9445930564697713
chr20:17634986-17635487,3,1.1662667925267025,0.24537694412210578,0.9579218783926753,0.9285714285714286,0.945091063977752
chr17:41835402-41835903,3,1.373537237611462,0.24535281363763284,0.9578211217485558,0.9285714285714286,0.9451863606113217
chr8:52467105-52467606,3,0.6895998770010802,0.24571542591317347,0.9576058888065896,0.9285714285714286,0.9440018161364838
chr9:88534749-88535250,3,0.7900489423114374,0.24615780071197813,0.9575285044717695,0.9285714285714286,0.9441495236981341
chr9:133684092-133684593,3,1.1276095538048885,0.24634102977750486,0.9574853527853854,0.9285714285714286,0.9444505771050249
chr4:110033908-110034409,3,0.8177656785497945,0.2452099802165115,0.9574128090272496,0.9285714285714286,0.9436271667370901
chr21:29076678-29077179,3,0.869331597279424,0.24600384722443014,0.9573805634301792,0.9285714285714286,0.9438166159737984
chr15:55288911-55289412,3,1.1740724726317278,0.24543522978985327,0.9573631470494104,0.9285714285714286,0.9436263324489143
chr12:13208840-13209341,3,1.0425383811475637,0.24481613127387727,0.9573476980134701,0.9285714285714286,0.9455930177072601
chr2:130824380-130824881,5,1.405934671643917,0.26849785597230796,0.9573317204329186,0.8809523809523809,0.9219479766293361
chr11:131840530-131841031,3,1.151301842740541,0.2453799647155676,0.9573247197568444,0.9285714285714286,0.9453238366418819
chr21:33541981-33542482,3,0.7248151416592222,0.2466185819490585,0.9573189731162598,0.9285714285714286,0.9443287875475277
chr6:157561874-157562375,3,0.7293435712691579,0.24543691737057133,0.957207545507639,0.9285714285714286,0.9434713047071803
chr10:14878543-14879044,3,0.46563090522196626,0.24690280461936592,0.9571492504652084,0.9285714285714286,0.9441720650997789
chr4:90078423-90078924,3,1.186440380276838,0.24683878068812787,0.9570670210180475,0.9285714285714286,0.9437796863679204
chr7:41732180-41732681,3,1.143460504031263,0.24679679789683143,0.9570418526191652,0.9285714285714286,0.9437093707804953
chr15:80823991-80824492,3,1.1405814442550866,0.2467927600796768,0.9570357525149621,0.9285714285714286,0.9445382362800978
chr10:109935172-109935673,3,0.6304050824304865,0.2457609563105456,0.9569651694026354,0.9285714285714286,0.9433015919822929
chr8:140540126-140540627,3,1.4825759132326597,0.24544134695807482,0.9569618554981261,0.9285714285714286,0.9453245388125028
chr9:125649278-125649779,3,0.4563740112611895,0.24604982800940986,0.9569442023025521,0.9285714285714286,0.9450346360271255
chr15:38072155-38072656,3,0.785648221443222,0.24714727963055547,0.9569190342784041,0.9285714285714286,0.9437395021711057
chr17:19237119-19237620,3,0.6769396758887383,0.24656619902787774,0.9568152115819325,0.9285714285714286,0.9433320820880141
chr7:87474566-87475067,3,0.6263239245529709,0.24725988682527392,0.9568128281711832,0.9285714285714286,0.9436223429622741
chr19:56477237-56477738,3,0.9691004562863679,0.2455072315200391,0.9568089839850866,0.9285714285714286,0.9431193202330466
chr7:1742029-1742530,3,0.6372163377842991,0.2469811649329886,0.9567799838655434,0.9285714285714286,0.9434265407169565
chr21:33215989-33216490,3,0.503951839086763,0.24594576403939897,0.9567486138652004,0.9285714285714286,0.9431339892015835
chr1:18907869-18908370,3,1.5151509373332224,0.24729554703270595,0.9567408686480984,0.9285714285714286,0.9435226889039832
chr14:64294758-64295259,3,0.915048620939292,0.246142653315358,0.956694785265438,0.9285714285714286,0.9431190827312729
chr2:86017176-86017677,3,1.2791766668385993,0.24721361675786682,0.9566790997405713,0.9285714285714286,0.9433912650399667
chr19:35644296-35644797,3,0.7621314923831661,0.24790202782019138,0.9565258919061689,0.9285714285714286,0.9437379261814618
chr15:79897600-79898101,3,0.9321126205285631,0.24688663744888215,0.9564869067182207,0.9285714285714286,0.9430716776652247
chr9:129777122-129777623,3,0.8961595241577089,0.24745963836984705,0.9564694179969704,0.9285714285714286,0.9432219638923758
chr1:241964824-241965325,3,0.8294166821215498,0.24804521792621392,0.9564240940901045,0.9285714285714286,0.9437726163486252
chr11:65121974-65122475,3,0.6932176350025157,0.24765527088466477,0.9563764825156846,0.9285714285714286,0.9431825704076718
chr1:27883807-27884308,3,1.2285824784665527,0.24172793044882182,0.9563745804947411,0.9285714285714286,0.9466226303589031
chr22:32151580-32152081,3,1.274978302703192,0.24713195488824707,0.9563626239470052,0.9285714285714286,0.943004815217616
chr12:112013109-112013610,3,1.1805609654683908,0.24543549639627102,0.9563590852923994,0.9285714285714286,0.9453071135317022
chr5:1633730-1634231,3,0.6469876443138018,0.2479527967851162,0.9563194774027942,0.9285714285714286,0.9432478016267922
chr19:35533900-35534401,3,0.880906875533284,0.2468709175014257,0.9562807974320288,0.9285714285714286,0.9428708651456846
chr14:65359421-65359922,3,0.7302143657918272,0.246489289656171,0.9562757911801418,0.9285714285714286,0.9428023288597637
chr10:27503946-27504447,3,0.48972177045447723,0.24677029681258972,0.9562178745399379,0.9285714285714286,0.9427962876217909
chr9:112031348-112031849,3,0.7931569755499494,0.24684946653524167,0.9562048857113148,0.9285714285714286,0.942798135643797
chr5:178239215-178239716,3,1.2289780585789503,0.24673603033495456,0.9561649987168648,0.9285714285714286,0.9447569496683662
chr3:48634667-48635168,3,0.8257570471512797,0.24766670181336511,0.9561090624156731,0.9285714285714286,0.9428806179492375
chr21:38804336-38804837,3,1.0874923622056094,0.24647412414678124,0.956035818140443,0.9285714285714286,0.9448654088572466
chr9:84371705-84372206,3,0.7001106892072584,0.2484749152385614,0.9560193192573461,0.9285714285714286,0.9430936480985492
chr12:9733006-9733507,3,0.8544925116524661,0.24885410038219793,0.9558718820129167,0.9285714285714286,0.9435027905972193
chr2:184598205-184598706,3,0.818385146333425,0.24881301328512628,0.9558576741184813,0.9285714285714286,0.9435821323148649
chr13:21344792-21345293,4,1.0985504273610354,0.2653984112321529,0.9558381888954021,0.9047619047619048,0.9326552619922075
chr9:120905296-120905797,3,0.9972101680023447,0.2483145192100146,0.9558161497681708,0.9285714285714286,0.9427552517753144
chr9:83817576-83818077,3,0.38439347274523494,0.24841040133080558,0.9557853156554261,0.9285714285714286,0.9427520940873819
chr14:68507621-68508122,3,0.6549095015516293,0.24877894428868336,0.955779605744741,0.9285714285714286,0.9436836079542315
chr20:63850909-63851410,3,1.2282194981834167,0.24172365346874888,0.9557478350276107,0.9285714285714286,0.946474915857463
chr7:100200139-100200640,3,0.7403984876721619,0.24902357436306263,0.9557264909968587,0.9285714285714286,0.9429926543079952
chr17:78388482-78388983,3,1.516292453046142,0.24591514139096282,0.9556910261968641,0.9285714285714286,0.9450478318183246
chr17:7035686-7036187,3,0.5682497113254578,0.24896724701520534,0.9556857256464422,0.9285714285714286,0.9428738832084766
chr12:10554070-10554571,3,0.595997901953457,0.24845643683949384,0.9556856800866459,0.9285714285714286,0.9426566228714905
chr11:34957201-34957702,3,1.1644571535384856,0.24910681421213168,0.9556181347057635,0.9285714285714286,0.9434992763624817
chr13:19863451-19863952,3,0.6005981769732119,0.2493255586597341,0.9555940709514376,0.9285714285714286,0.9431836555399365
chr5:178239952-178240453,3,0.9015204663750799,0.24829021491124342,0.9555914046248147,0.9285714285714286,0.9425165284215392
chr2:237858263-237858764,3,0.7862737518427408,0.24742170062159966,0.9555838085165841,0.9285714285714286,0.94235353944984
chr19:45016228-45016729,3,0.7577424380696336,0.2493573902705709,0.9555693349013179,0.9285714285714286,0.9431923433574996
chr10:88108177-88108678,3,0.5840620557776851,0.24921712214538128,0.9555345944101714,0.9285714285714286,0.9427949136089553
chr1:53739054-53739555,3,0.7108996150353621,0.24924223819222066,0.9555280453351287,0.9285714285714286,0.943439580199624
chr2:156334452-156334953,3,0.5334736977932809,0.24908563274727955,0.9554973163311312,0.9285714285714286,0.9435906283143144
chr1:70509956-70510457,3,1.2575887274290194,0.2494863365338957,0.9554833659110261,0.9285714285714286,0.9430030027861124
chr22:30192966-30193467,4,1.092298494188517,0.2617992081349342,0.955474514867789,0.9047619047619048,0.9308544908527823
chr15:78046981-78047482,4,1.0884385469598994,0.26356767117645263,0.9554443683327233,0.9047619047619048,0.9313603943075122
chr3:122077556-122078057,3,0.7490362064713227,0.24952674072407732,0.9554029313371931,0.9285714285714286,0.9428107636239093
chr11:36431735-36432236,3,0.877962720598446,0.2496257099501285,0.9553718757123939,0.9285714285714286,0.9431337149450422
chr1:168535483-168535984,4,0.9121491726484178,0.2660159382133233,0.9553687840491841,0.9047619047619048,0.932044423189244
chr10:22615666-22616167,3,1.043341639547271,0.24878520407972465,0.9553522851455146,0.9285714285714286,0.9424028690314338
chr7:25261000-25261501,3,1.162748321593506,0.24784903109643042,0.9553169703910461,0.9285714285714286,0.9421939378047934
chr1:114511034-114511535,3,0.5136816702986506,0.24917135012407007,0.955304982476954,0.9285714285714286,0.9424683705441977
chr4:40289565-40290066,3,1.015310496480744,0.2438450706309646,0.9553003389526772,0.9285714285714286,0.9456817580435601
chr20:50731010-50731511,3,0.6242164216352951,0.24871131119159848,0.9552973802446354,0.9285714285714286,0.9423313326250057
chr1:9260316-9260817,3,0.783420163839821,0.24975673425937042,0.9552882856853846,0.9285714285714286,0.9428304257327647
chr7:3461842-3462343,3,0.6281127478572796,0.24957571442859014,0.9552823876718504,0.9285714285714286,0.9426275996667259
chr3:45904882-45905383,3,1.0676567947199642,0.24802034096072453,0.9552571062439754,0.9285714285714286,0.9441758030008484
chr20:18678891-18679392,3,0.7526166175846356,0.24891842096287864,0.9552556045052198,0.9285714285714286,0.9423409219493427
chr21:43352620-43353121,3,1.0646613332987862,0.2484682023648071,0.9552335743395949,0.9285714285714286,0.9422230006870773
chr9:131361193-131361694,3,0.8280533726079028,0.2483820961193278,0.9551735333275588,0.9285714285714286,0.9421557546726109
chr9:2270532-2271033,3,1.0745558135095448,0.24942813103728603,0.9551704604003713,0.9285714285714286,0.9434726631692321
chr20:52410841-52411342,4,1.2047522985069603,0.264836537779515,0.955159058473017,0.9047619047619048,0.9312692177428238
chr4:184444864-184445365,3,1.0687059687127682,0.24958923852971424,0.9551101880710366,0.9285714285714286,0.9423984327121827
chr13:21066892-21067393,3,0.9657048585147748,0.24956785775368698,0.9550999514467723,0.9285714285714286,0.9434022708372383
chr2:105129679-105130180,3,1.0327011772650916,0.24934313238929365,0.9550655788862886,0.9285714285714286,0.9435472143976583
chr1:222617523-222618024,3,0.5110035925094103,0.2500348237710038,0.9550253123240169,0.9285714285714286,0.942531697346728
chr11:911273-911774,3,1.3438267215807553,0.2465983135879235,0.9549765693975868,0.9285714285714286,0.9446857120859841
chr9:106310751-106311252,4,1.3548666702711643,0.2676734796319209,0.9549418969635719,0.9047619047619048,0.9335628148236401
chr8:79326161-79326662,3,0.8249207361019815,0.24862244992552804,0.954846619211342,0.9285714285714286,0.9419203756921929
chr2:111659964-111660465,3,0.9948024835088936,0.25022121947650844,0.9548434345896687,0.9285714285714286,0.9430169272267114
chr8:143206392-143206893,3,1.1908801529891642,0.25055622320851934,0.954726367963203,0.9285714285714286,0.9427291900619096
chr7:98802083-98802584,3,0.7736901712311752,0.24985507922006892,0.9547259415903191,0.9285714285714286,0.9420633788562788
chr6:25749773-25750274,3,1.055841929477532,0.25059267482476294,0.9547064929583859,0.9285714285714286,0.9426986814181733
chr8:143048121-143048622,3,0.7811473053238722,0.24740058487521194,0.9546642555690832,0.9285714285714286,0.9443448831677551
chr19:19615022-19615523,3,0.7267102275095445,0.2501184879231357,0.9546474274866857,0.9285714285714286,0.9420637527434833
chr2:223465705-223466206,3,0.8480773040760716,0.25053162211104235,0.9546288206143244,0.9285714285714286,0.9422329177363904
chr7:5834283-5834784,3,0.5553625440199464,0.2507165586386962,0.9545238894701579,0.9285714285714286,0.9421951594906759
chr8:61748319-61748820,3,1.6364004380371786,0.24761546231385997,0.9545118353182792,0.9285714285714286,0.9442410660706015
chr5:32537973-32538474,3,0.7864644799813406,0.25089007510093503,0.9544895430190182,0.9285714285714286,0.9425800746744291
chr7:94050036-94050537,3,0.8089652693068822,0.24946024772360187,0.9544577471926646,0.9285714285714286,0.9417307663749375
chr22:29202706-29203207,3,0.7723327877234416,0.25065804947140546,0.954438371233825,0.9285714285714286,0.9420358351948537
chr6:37008385-37008886,3,0.825288850889063,0.2505371502539445,0.9544195007025287,0.9285714285714286,0.9419607310378364
chr14:55819557-55820058,3,1.4851119202048646,0.2506207768194793,0.9543816851651655,0.9285714285714286,0.9419499233772385
chr17:80457481-80457982,3,0.6426017361484225,0.2507369979489944,0.9543790990414326,0.9285714285714286,0.942836524809374
chr1:146369920-146370421,4,1.3846744598663092,0.26757112396457355,0.9543700874635157,0.9047619047619048,0.9313450242889729
chr10:80598096-80598597,3,1.1085353804484988,0.25115651312883036,0.9543132184404809,0.9285714285714286,0.9424188422781914
chr1:219460771-219461272,3,0.8801078994574839,0.25120824333822045,0.9542848309154294,0.9285714285714286,0.9422798751718775
chr10:70480211-70480712,3,1.1343023747122503,0.25015812951554844,0.9542099991786748,0.9285714285714286,0.9431924464679704
chr19:10286403-10286904,3,1.5193184505973756,0.25095959520698646,0.9542081596287243,0.9285714285714286,0.9418871579561164
chr19:52924143-52924644,3,1.2908983607563203,0.24923472708578884,0.9542053740286661,0.9285714285714286,0.943589280450187
chr6:37826087-37826588,3,1.7990918098661952,0.23648854348151047,0.9541944974437921,0.9285714285714286,0.9475682744069213
chr18:26090677-26091178,3,0.4230903967230653,0.25106466684699164,0.9541914699663132,0.9285714285714286,0.9419185999021875
chr2:136118030-136118531,3,0.6308002708388465,0.2508282727895426,0.9541696671032496,0.9285714285714286,0.9428376823307826
chr17:76547256-76547757,3,1.142035998915398,0.250725318499644,0.9541521411550112,0.9285714285714286,0.9417360510404935
chr15:51622701-51623202,3,0.60173312665019,0.2504028716714022,0.9541496302150702,0.9285714285714286,0.9416474094565473
chr21:42417463-42417964,3,0.72333615028967,0.25073538266439865,0.9541417099218577,0.9285714285714286,0.9417284459767532
chr11:3947009-3947510,4,1.2779662828906775,0.2672326669881152,0.9541149475078148,0.9047619047619048,0.933933161706717
chr22:40764653-40765154,3,0.8332214351224292,0.25143383674346037,0.9541046149318544,0.9285714285714286,0.9423159475958385
chr11:23569402-23569903,3,0.6676568657039801,0.2514003741778356,0.9540743102229399,0.9285714285714286,0.9424192216665933
chr4:40301577-40302078,3,0.6238097803064625,0.2509201466078909,0.9540599061007284,0.9285714285714286,0.9428033289313441
chr4:26864859-26865360,3,0.7368525469530203,0.2513079663647726,0.9540563990336433,0.9285714285714286,0.9425296481644195
chr10:70477659-70478160,3,0.7679861454221244,0.25055919957893064,0.9540059718915826,0.9285714285714286,0.9415521096245006
chr2:172437613-172438114,3,0.8266719359432226,0.2506269787576374,0.9539867944029505,0.9285714285714286,0.9415501587047518
chr7:12222829-12223330,3,0.7189153757461141,0.25160231370828806,0.9539672362715971,0.9285714285714286,0.9419752915686065
chr8:52460801-52461302,3,0.906281598886046,0.25067861302284766,0.9539166669540243,0.9285714285714286,0.9414983033097022
chr7:38395080-38395581,3,1.3532400552634185,0.2510506644230508,0.9539153840210549,0.9285714285714286,0.9415943724427414
chr15:29057800-29058301,3,0.5792582657044131,0.25172367785159405,0.9539074876463889,0.9285714285714286,0.9421204394346371
chr7:155741759-155742260,3,0.973041007467273,0.2517563556853086,0.95388217735833,0.9285714285714286,0.942016248376705
chr6:37039360-37039861,3,1.1789898298248116,0.2510765920977953,0.953852111577325,0.9285714285714286,0.9427429438143349
chr6:125829332-125829833,3,0.7687579949215051,0.2504000813471734,0.9538283992181816,0.9285714285714286,0.9413675270160258
chr6:73725156-73725657,3,1.6866307168226577,0.24348781895939753,0.9538185667008355,0.9285714285714286,0.9453753518049902
chr2:110858823-110859324,3,0.8783146306404642,0.250381559634027,0.9537842306263123,0.9285714285714286,0.9430768751413732
chr6:41683518-41684019,3,0.5790214905162389,0.25085806141699135,0.9537524605011198,0.9285714285714286,0.9413912016249911
chr2:65030403-65030904,3,0.7212793549491054,0.2505839697233733,0.9537270283163822,0.9285714285714286,0.9413157544978731
chr17:82655075-82655576,3,1.0867653819063186,0.25052201429248167,0.9536973821045291,0.9285714285714286,0.9412806725093316
chr12:62603651-62604152,3,0.46640329341516074,0.25175826122973854,0.9536971693829389,0.9285714285714286,0.9423347507011605
chr1:117121577-117122078,3,0.45514113254429533,0.2520262001709567,0.9536729742750854,0.9285714285714286,0.941849459869448
chr3:44338168-44338669,3,0.7509859433189623,0.25130431884530974,0.9536606576447586,0.9285714285714286,0.9426370668452061
chr6:4059816-4060317,3,0.6698521187060544,0.2513799764605102,0.9536560321982207,0.9285714285714286,0.9414333204469669
chr7:43791629-43792130,3,0.83491104991496,0.250283892009882,0.9536509222891304,0.9285714285714286,0.9412068174149023
chr6:154012751-154013252,3,1.1788760457569365,0.25115520674870745,0.9536492254674991,0.9285714285714286,0.9413662822554218
chr6:7431186-7431687,3,1.0507372263462182,0.25206864948216073,0.9536446852153954,0.9285714285714286,0.9418456088861913
chr12:131872599-131873100,3,0.883291108729825,0.25212912130609694,0.9536051517773125,0.9285714285714286,0.9418530808964573
chr19:1863863-1864364,3,0.5019416884465,0.25075503309246144,0.9535854145118127,0.9285714285714286,0.9412288068863346
chr3:172522127-172522628,3,1.2751767831353105,0.24672196832526036,0.9535852027268461,0.9285714285714286,0.944322325690531
chr5:178637614-178638115,3,0.98441816989372,0.25128030003329865,0.9535520517472882,0.9285714285714286,0.9413075657741355
chr18:62399220-62399721,3,0.8718259409203061,0.25217961875900685,0.9534725309983743,0.9285714285714286,0.9420792796060006
chr6:122713033-122713534,3,1.0207460322955821,0.25181963795391177,0.9534542851119568,0.9285714285714286,0.9423672654470014
chr3:141854535-141855036,3,0.8806280440182376,0.25228106718788473,0.9534406083344,0.9285714285714286,0.941985730478089
chr17:75046809-75047310,3,0.6801329894816858,0.2510329369013174,0.9534215433726511,0.9285714285714286,0.9427691373709979
chr12:104649875-104650376,3,0.4847648881382138,0.2521567381019307,0.9533452620815775,0.9285714285714286,0.9421681775738797
chr1:182633700-182634201,3,1.3475492205618882,0.24759173167886772,0.953296624000711,0.9285714285714286,0.9439704695302902
chr11:122663752-122664253,3,0.9008293932325996,0.25192393490742104,0.9532827063510867,0.9285714285714286,0.9412270600263244
chr1:40081794-40082295,3,1.043718280808128,0.25251807434988366,0.9532809890104309,0.9285714285714286,0.9415609752201003
chr8:80485997-80486498,3,0.6661384296649082,0.2516505016855009,0.9532474892233611,0.9285714285714286,0.9411203266577085
chr5:50667922-50668423,3,0.7992661371286992,0.24749957441168444,0.9532456842893655,0.9285714285714286,0.9439854717644467
chr8:1746035-1746536,3,0.4312531410096141,0.24958442857022398,0.9532447896544602,0.9285714285714286,0.9433012739884424
chr14:20440859-20441360,3,1.8084169704928446,0.24606713384883738,0.9532023030547986,0.9285714285714286,0.9444112403630339
chr15:70763331-70763832,3,0.7405549446569204,0.2512272150089872,0.9531226013894885,0.9285714285714286,0.9426614168312856
chr3:46987606-46988107,4,0.9073383121866463,0.27053102254827727,0.9531210857854356,0.9047619047619048,0.9309927885742024
chr13:33679224-33679725,3,1.1701919309304103,0.2516221125679258,0.9531140115734248,0.9285714285714286,0.9424880965279346
chr13:114090426-114090927,3,1.0837979229094228,0.25185761244866367,0.9531025335886347,0.9285714285714286,0.9410395054360774
chr21:36134785-36135286,3,0.7467309128216556,0.2526159742183821,0.953100021888753,0.9285714285714286,0.9419002144159278
chr2:118882581-118883082,3,1.5299455573531593,0.24368723742838486,0.9530703075778681,0.9285714285714286,0.9450677225352488
chr8:70216939-70217440,4,1.1390248788702257,0.27100753551285606,0.9530636621460744,0.9047619047619048,0.930748897290406
chr9:79858421-79858922,3,0.9732729074230833,0.2527999908671602,0.953062022854032,0.9285714285714286,0.9417135968363647
chr2:96888017-96888518,3,0.7629330916235006,0.25269423234855015,0.9530297884448004,0.9285714285714286,0.941269291221577
chr10:46228497-46228998,3,1.2169110244104837,0.24853320321415281,0.9530284220946921,0.9285714285714286,0.9436001110040739
chr1:70979835-70980336,3,0.8985400646391905,0.2520712611254016,0.9530238946334797,0.9285714285714286,0.941021029381642
